# T current_km best_km
35042.99954 11711749.29 11119664.25
33290.84956 11588786.62 11119664.25
31626.30709 11346842.51 11059091.54
30044.99173 11398783.47 11059091.54
28542.74214 11409967.51 11024398.26
27115.60504 11405702.64 10995861.14
25759.82479 11294888.55 10886030.07
24471.83355 11465995.6 10838929.54
23248.24187 11321722.74 10838929.54
22085.82978 11308084.9 10838929.54
20981.53829 11202069.59 10838929.54
19932.46137 11111855.42 10838929.54
18935.8383 11083908.1 10672571.54
17989.04639 10968938.96 10672571.54
17089.59407 10779116.18 10565985.47
16235.11437 10848035.88 10565985.47
15423.35865 10974116.03 10450322.47
14652.19071 10787725.8 10381917.72
13919.58118 10499606.44 10227799.45
13223.60212 10717432.57 10227799.45
12562.42201 10593413.17 10119226.22
11934.30091 10397317.49 10119226.22
11337.58587 10375658.66 10049841.82
10770.70657 10068449.52 9962169.607
10232.17125 10115125.08 9789998.079
9720.562683 9997122.998 9682213.566
9234.534549 10045935.7 9599579.891
8772.807822 9895438.808 9541030.808
8334.167431 9585538.176 9416907.521
7917.459059 9735391.299 9207118.249
7521.586106 9148209.615 9089391.802
7145.506801 9404424.247 9067376.221
6788.231461 9283887.71 8884441.299
6448.819888 8900355.927 8663839.359
6126.378893 8800881.65 8543811.491
5820.059949 8520090.088 8372339.881
5529.056951 8401919.482 8022639.127
5252.604104 8296860.083 7819432.65
4989.973899 8128790.969 7806420.964
4740.475204 7730874.955 7615861.228
4503.451443 7607122.906 7406546.848
4278.278871 7347614.272 7172056.029
4064.364928 7402507.938 7056107.269
3861.146681 6931715.924 6748370.113
3668.089347 6807370.47 6738165.379
3484.68488 6685770.543 6294740.859
3310.450636 6259162.66 5950148.753
3144.928104 6115535.737 5950148.753
2987.681699 5793944.913 5760422.434
2838.297614 5415091.052 5368791.711
2696.382733 5448725.185 5319878.138
2561.563597 5218467.396 5157668.022
2433.485417 4894963.38 4746771.263
2311.811146 4680336.388 4630295.868
2196.220589 4484664.945 4397814.721
2086.409559 4387867.965 4212714.649
1982.089081 4102252.259 4090283.938
1882.984627 4029024.029 3913352.319
1788.835396 3893907.428 3828690.065
1699.393626 3730050.943 3598545.771
1614.423945 3605914.311 3493499.285
1533.702747 3433910.849 3386865.453
1457.01761 3270941.659 3243418.386
1384.16673 3173551.167 3073907.496
1314.958393 3046972.595 3013365.91
1249.210473 2946244.045 2867784.167
1186.74995 2895704.629 2852643.477
1127.412452 2763450.307 2753950.499
1071.04183 2667815.078 2630688.103
