# T current_km best_km
6903.645291 313730.2224 262978.0094
6558.463026 313096.2084 262978.0094
6230.539875 303341.5545 262978.0094
5919.012881 305890.0466 262978.0094
5623.062237 305075.3436 262978.0094
5341.909125 307283.5841 258439.3425
5074.813669 301119.5417 258439.3425
4821.072985 306514.2898 252198.3182
4580.019336 306397.7922 252198.3182
4351.018369 290885.999 252198.3182
4133.467451 292651.3853 247570.1619
3926.794078 302290.4828 247570.1619
3730.454374 300562.251 247570.1619
3543.931656 284138.4781 247570.1619
3366.735073 270630.5577 247570.1619
3198.398319 296028.8043 240841.7488
3038.478403 286978.7572 240841.7488
2886.554483 295261.3725 232571.9356
2742.226759 252399.1404 232571.9356
2605.115421 273623.6579 232571.9356
2474.85965 273415.4063 232571.9356
2351.116667 256014.9725 232571.9356
2233.560834 264097.3537 232571.9356
2121.882792 274590.2446 222891.5857
2015.788653 256044.1642 222891.5857
1914.99922 260103.6812 217574.5114
1819.249259 256761.2164 203655.6751
1728.286796 234673.0643 203655.6751
1641.872456 255671.0301 203655.6751
1559.778834 249732.3124 203655.6751
1481.789892 234757.4456 201795.6522
1407.700397 219820.2216 201795.6522
1337.315377 234690.7864 193970.1508
1270.449609 223428.3218 193640.3437
1206.927128 223096.8032 176354.5799
1146.580772 199836.5286 176354.5799
1089.251733 180868.0075 173881.2706
1034.789146 211679.923 164986.535
983.0496892 207003.2421 164986.535
933.8972047 194856.2189 164986.535
887.2023445 179089.1967 164986.535
842.8422272 182461.3073 151968.6624
800.7001159 173711.0466 151968.6624
760.6651101 182815.9606 150907.8634
722.6318546 166433.3336 137059.6373
686.5002618 165849.4964 137059.6373
652.1752488 166241.6036 134411.5732
619.5664863 155090.6773 132515.6114
588.588162 150576.3015 132313.2857
559.1587539 137234.6928 120170.1714
531.2008162 143516.1533 115452.4732
504.6407754 129054.9508 115452.4732
479.4087366 121942.2788 108695.5989
455.4382998 116609.5507 108695.5989
432.6663848 111228.647 104558.1904
411.0330656 110661.3069 97239.66777
390.4814123 115722.7768 97239.66777
370.9573417 113166.2934 97239.66777
352.4094746 96636.58497 89887.97091
334.7890009 96375.39962 89887.97091
318.0495508 93533.63915 85564.41125
302.1470733 96155.56446 85564.41125
287.0397196 94128.72578 85564.41125
272.6877336 84894.83851 82128.08342
259.053347 85181.14054 79959.66456
246.1006796 81471.7028 72715.6328
233.7956456 74323.64129 72712.46071
222.1058633 78276.91879 71548.01656
211.0005702 76963.19264 68636.03219
200.4505417 71203.45025 68633.35896
190.4280146 70642.78453 66594.82135
180.9066139 68162.84096 66594.82135
171.8612832 68462.93541 63101.58043
163.268219 70182.11591 63101.58043
155.1048081 64129.6102 62551.38117
147.3495676 63082.20652 59599.81988
139.9820893 62124.16362 58402.74654
132.9829848 59951.32594 58402.74654
126.3338356 61779.07818 57318.89512
120.0171438 57904.17935 57318.89512
114.0162866 58207.89736 56064.3602
108.3154723 55198.9354 55066.57201
102.8996987 55245.18373 54762.23471
97.75471372 54798.25098 52677.89066
92.86697803 53020.71459 52677.89066
88.22362913 54330.21033 50782.28858
83.81244768 52145.98785 50782.28858
79.62182529 51720.85002 50782.28858
75.64073403 52330.19669 50782.28858
71.85869733 52455.92547 50782.28858
68.26576246 51127.44284 50782.28858
64.85247434 51494.58149 50154.87992
61.60985062 51204.2115 50154.87992
58.52935809 50200.52978 49665.80861
55.60289018 50109.97557 49665.80861
52.82274568 50042.81626 49598.98269
50.18160839 49726.57904 49598.98269
47.67252797 49036.93162 49036.93162
45.28890157 49637.86326 48936.63505
43.02445649 48919.56181 48539.09005
40.87323367 49092.0757 48539.09005
38.82957199 48619.71728 48539.09005
36.88809339 48389.94479 48343.80926
35.04368872 48728.2379 48343.80926
33.29150428 48697.74321 48343.80926
31.62692907 48738.17391 48343.80926
30.04558261 48420.34289 48343.80926
28.54330348 48856.22657 48343.80926
27.11613831 48954.22284 48343.80926
25.76033139 48507.69199 48343.80926
24.47231482 48739.72337 48343.80926
23.24869908 48766.69345 48343.80926
22.08626413 48440.00706 48343.80926
20.98195092 48421.37753 48343.80926
19.93285338 48386.35694 48343.80926
18.93621071 48504.33529 48343.80926
17.98940017 48386.86014 48343.80926
17.08993016 48403.085 48343.80926
16.23543366 48472.21082 48343.80926
15.42366197 48489.14834 48343.80926
14.65247887 48370.40297 48337.03551
13.91985493 48388.48988 48337.03551
13.22386218 48388.48988 48337.03551
12.56266907 48471.23553 48337.03551
11.93453562 48400.53014 48337.03551
11.33780884 48421.64868 48337.03551
10.7709184 48388.48988 48337.03551
10.23237248 48388.48988 48337.03551
9.720753854 48397.04156 48337.03551
9.234716161 48388.48988 48337.03551
8.772980353 48388.48988 48337.03551
8.334331336 48448.92511 48337.03551
